potential_evapotranspiration,cloud_cover,precipitation,maximum_temperature,rain_days,minimum_temperature,vapour_pressure,ground_frost_frequency,diurnal_temperature_range,mean_temperature,soil_moisture,soil_mineral_fertilizers_nitrogen,soil_mineral_fertilizers_nitrogen_per_unit_area,soil_mineral_fertilizers_phosphorus,soil_mineral_fertilizers_phosphorus_per_unit_area,soil_mineral_fertilizers_potassium,soil_mineral_fertilizers_potassium_per_unit_area,soil_manure_applied_to_soils_nitrogen,soil_manure_applied_to_soils_nitrogen_per_unit_area,soil_manure_applied_to_soils_phosphorus,soil_manure_applied_to_soils_phosphorus_per_unit_area,soil_manure_applied_to_soils_potassium,soil_manure_applied_to_soils_potassium_per_unit_area,soil_atmospheric_deposition_nitrogen,soil_atmospheric_deposition_nitrogen_per_unit_area,soil_crop_removal_nitrogen,soil_crop_removal_nitrogen_per_unit_area,soil_crop_removal_phosphorus,soil_crop_removal_phosphorus_per_unit_area,soil_crop_removal_potassium,soil_crop_removal_potassium_per_unit_area,soil_biological_fixation_nitrogen,soil_biological_fixation_nitrogen_per_unit_area,soil_seed_nitrogen,soil_seed_nitrogen_per_unit_area,soil_seed_phosphorus,soil_seed_phosphorus_per_unit_area,soil_leaching_nitrogen,soil_leaching_nitrogen_per_unit_area,soil_volatilisation_nitrogen,soil_volatilisation_nitrogen_per_unit_area,satellite_NDVImean,satellite_NDVIstd,satellite_PETmean,satellite_PETstd,satellite_CHIRPSmean,satellite_CHIRPSstd
2.2,21.4,10.0,19.2,2.2,3.3,7.7,10.5,15.9,11.2,4.54545454545454,337545.0,24.522,96922.8,7.0412,97110.0,7.0548,43989.6245,3.1958,10061.578,0.731,33482.2772,2.4324,63276.1116,4.5969,323461.3026,23.4988,62831.0963,4.5646,127320.4622,9.2496,30645.471,2.2263,3692.7972,0.2683,829.2705,0.0602,42556.9249,3.0917,114473.8874,8.3163,0.297157098572035,0.331178799082391,0.0998268827385321,0.395268363913151,81.4748274575512,30.0063221863777
2.8,25.3,17.6,19.4,3.3,3.6,7.4,9.6,15.8,11.5,6.28571428571429,337545.0,24.522,96922.8,7.0412,97110.0,7.0548,43989.6245,3.1958,10061.578,0.731,33482.2772,2.4324,63276.1116,4.5969,323461.3026,23.4988,62831.0963,4.5646,127320.4622,9.2496,30645.471780703116,2.2263,3692.7972,0.2683,829.2705,0.0602,42556.9249,3.0917,114473.8874,8.3163,0.425084427761371,0.316246198119352,0.116497690681957,0.433937257730596,101.749656518506,43.2473459875455
3.9,32.5,19.6,23.0,4.6,7.5,9.1,2.9,15.5,15.2,5.02564102564103,337545.0,24.522,96922.8,7.0412,97110.0,7.0548,43989.6245,3.1958,10061.578,0.731,33482.2772,2.4324,63276.1116,4.5969,323461.3026,23.4988,62831.0963,4.5646,127320.4622,9.2496,30645.471,2.2263,3692.7972,0.2683,829.2705,0.0602,42556.9249,3.0917,114473.8874,8.3163,0.524681699584514,0.288601628845057,0.194247635155429,0.445539342884471,81.2378289868758,43.9436181406821
4.9,38.9,19.9,26.6,4.6,11.7,11.8,0.2,14.9,19.1,4.06122448979592,337545.0,24.522,96922.8,7.0412,97110.0,7.0548,43989.6245,3.1958,10061.578,0.731,33482.2772,2.4324,63276.1116,4.5969,323461.3026,23.4988,62831.0963,4.5646,127320.4622,9.2496,30645.471,2.2263,3692.7972,0.2683,829.2705,0.0602,42556.9249,3.0917,114473.8874,8.3163,0.556656208228445,0.28840531999634,0.37363792136057,0.38242107413722,64.7839864792366,26.7919063014368
5.2,43.5,32.6,26.7,6.0,12.7,12.6,0.1,14.0,19.6,6.26923076923077,337545.0,24.522,96922.8,7.0412,97110.0,7.0548,43989.6245,3.1958,10061.578,0.731,33482.2772,2.4324,63276.1116,4.5969,323461.3026,23.4988,62831.0963,4.5646,127320.4622,9.2496,30645.47166462143,2.2263,3692.7972437335993,0.2682999994324414,829.270493555126,0.06019999955295781,42556.92525203684,3.0917000261450567,114473.88843775853,8.31630007690216,0.4781597370564727,0.2880547249152307,0.13624431612398322,0.453047311410752,68.1706564832832,23.01969757952769
5.6,40.8,46.4,28.6,7.1,14.3,14.0,0.0,14.3,21.5,8.28571428571429,337545.0,24.522,96922.8,7.0412,97110.0,7.0548,43989.6245,3.1958,10061.578,0.731,33482.2772,2.4324,63276.1116,4.5969,323461.3026,23.4988,62831.0963,4.5646,127320.4622,9.2496,30645.471959820316,2.2263,3692.7972496275424,0.26830000610505894,829.2705002730121,0.060200000568378355,42556.925231799825,3.0917000488090576,114473.88846979708,8.316300144273953,0.38308452964602474,0.2826025058196865,0.016381830512674927,0.4855937826147189,37.4869117880384,12.1589761496102
5.4,41.9,66.1,28.9,7.7,14.9,15.3,0.0,14.0,21.8,12.2407407407407,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.263858868611355,0.293955205639105,-0.113982580746232,0.487445796878353,11.8204269870638,10.6474814519574
4.9,43.3,65.8,28.4,8.0,15.1,15.4,0.0,13.3,21.8,13.4285714285714,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.0930061877476713,0.309908577550433,-0.0595731758588854,0.40475989437916,8.60943117295577,14.5063103634823
4.0,41.9,87.6,27.4,9.6,14.3,15.4,0.0,13.2,20.8,21.9,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.0022347848631508,0.329186283153789,-0.0305755085053276,0.466896663011648,8.56643953554127,12.4007768492544
3.1,36.8,16.8,25.1,3.9,11.4,13.3,0.3,13.8,18.2,5.41935483870968,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,-0.0328687515549197,0.340863765322785,0.0819636539446769,0.442299090437371,12.8785386008605,19.8123663676681
2.3,28.2,46.2,20.7,5.9,5.9,9.2,5.3,14.9,13.3,20.0869565217391,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.260848228536,1.9389,3260.316244818225,0.2359000029393609,642.5073142760157,0.04650000095661054,43988.932596350714,3.183000017610807,118093.39931322953,8.545100055783386,-0.0674472557970534,0.321808391682423,0.0126399048201818,0.420377419433175,22.9484845167594,17.5011611698518
2.0,24.3,5.4,19.9,1.5,4.7,8.7,7.3,15.1,12.3,2.7,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.261414545883,1.9389,3260.31605158683,0.2358999910530294,642.5072793315202,0.04649999976248277,43988.93226698371,3.183000005152023,118093.39838009918,8.545100018691425,-0.0127353910320662,0.30748781343863,0.0597866751715442,0.426753568875452,60.7850780962875,31.2124595482117
2.3,21.6,15.7,19.8,2.6,3.9,8.1,9.1,15.8,11.8,6.82608695652174,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.14542883059695938,0.3162643019870635,0.10692454776683132,0.4441580549546502,82.38233643790207,35.62359926647704
3.0,25.1,6.5,21.7,1.7,5.8,8.7,5.3,15.9,13.7,2.16666666666667,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.344630836713586,0.318379418471957,0.0441959368291851,0.447878587845941,105.685058700398,35.4081562612389
3.9,32.2,26.9,23.4,5.0,7.8,9.4,2.1,15.6,15.6,6.8974358974359,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.507497963990473,0.290977519664598,0.17753774498745,0.413237554638447,79.3772398917911,31.4770656585692
4.7,40.5,42.8,24.9,6.9,10.3,10.7,0.6,14.6,17.6,9.1063829787234,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.571206663502217,0.264335411008339,0.406825914464169,0.401554787677284,90.312809458087,41.3528624978481
5.3,42.2,102.8,26.9,10.4,12.6,12.5,0.1,14.3,19.7,19.3962264150943,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.610516106919125,0.248712081614265,0.261735287990922,0.418707714684002,97.9178592743418,51.91533687697
5.7,40.6,45.1,29.0,7.7,14.6,14.1,0.0,14.4,21.7,7.91228070175439,347400.0,25.1375,94176.0,6.8145,105327.0,7.6213,46244.6613,3.3462,10604.3179,0.7673,35004.7598,2.5329,65234.7143,4.7203,226539.277,16.3921,38857.5164,2.8117,97916.4757,7.0851,26796.2594,1.9389,3260.3162,0.2359,642.5073,0.0465,43988.9323,3.183,118093.3984,8.5451,0.5354636143649624,0.24338563615472583,0.03355535841604123,0.45137161895945555,32.19086719433432,18.69318810046159
5.6,41.7,90.2,29.9,9.5,15.9,15.7,0.0,14.1,22.9,16.1071428571429,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,0.296818535376025,0.277605518036976,0.0880656432887156,0.432794201423762,10.0987195031707,10.9177731465778
5.0,43.3,94.8,29.7,9.3,16.4,17.0,0.0,13.3,23.0,18.96,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.942325005075,2.4745,4400.790464684895,0.31459998922314236,903.6532797192949,0.0645999983181765,45842.791518691694,3.2768000169859826,123439.18787724436,8.823400044437015,0.101623093058575,0.301973971549999,0.0738690516623788,0.424356544557127,8.21584239262446,15.1221945270413
4.1,40.4,47.3,28.0,7.4,14.5,15.5,0.0,13.5,21.2,11.5365853658537,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,-0.0128952511377955,0.311635019976433,-0.0924065959676215,0.50574870680145,7.56886174935205,12.4396446889444
3.1,36.2,19.0,24.9,3.8,11.0,12.9,0.3,13.9,17.9,6.12903225806452,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,-0.0596950290028971,0.320661729526395,-0.0785907777157701,0.425790660316722,10.4965131667356,11.3725429042691
2.4,26.5,10.3,22.4,2.5,7.2,10.1,3.3,15.3,14.8,4.29166666666667,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,-0.0755672246163888,0.314681243607159,-0.0094916234111343,0.409933554588489,14.606035554982,11.7530663999261
2.0,23.6,12.6,19.1,2.1,3.8,8.1,9.1,15.3,11.5,6.3,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,-0.0251167028906776,0.298003655301144,0.0969525618221505,0.425246908455673,33.0941465552823,16.8865957135707
2.2,21.5,16.6,18.6,2.9,2.8,7.4,11.6,15.9,10.7,7.54545454545455,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,0.15482760389341443,0.29591354245274193,0.1134843634381135,0.4656544956817037,80.12050131644575,33.04773198164172
3.0,25.3,5.4,21.6,1.4,5.8,8.6,5.3,15.8,13.7,1.8,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,0.375752740026662,0.27926762811088,0.167409665731855,0.44460248950364,100.584608127225,42.4399185635964
3.9,32.5,17.5,23.1,3.3,7.6,9.2,2.5,15.5,15.3,4.48717948717949,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,0.5389515729083,0.276378811204163,0.14505381741296,0.417564592875174,78.170207847209,39.8909317895561
4.8,40.1,27.2,26.0,5.6,11.3,11.5,0.3,14.7,18.6,5.66666666666667,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,0.5289679447909219,0.2913551051200818,0.10850302355223244,0.3663768319125307,60.48711059633251,28.544016574140056
5.5,41.6,31.7,28.5,6.1,14.0,13.9,0.0,14.4,21.2,5.76363636363636,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,0.4714223897407444,0.2800385401895498,0.30395415197603476,0.3774180997774172,74.27705473096499,28.235238302720255
5.7,41.4,91.9,28.9,10.3,14.8,14.3,0.0,14.1,21.8,16.1228070175439,364500.0,26.0543,100434.78,7.179,106821.0,7.6355,46963.955,3.357,10761.0866,0.7692,35431.7235,2.5326,68175.0121,4.8731,339788.9598,24.288,61581.616,4.4018,135980.9043,9.7199,34617.9409,2.4745,4400.7906,0.3146,903.6533,0.0646,45842.791,3.2768,123439.1865,8.8234,0.4246738573474189,0.2756174244013045,0.1635128629876749,0.43411373927164354,39.9547583836385,16.5057689632905
5.6,42.1,71.2,29.7,8.7,15.8,15.4,0.0,14.0,22.7,12.7142857142857,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,0.233567846536873,0.291468434925455,0.105004746011986,0.445730294901597,12.3333732604984,7.9967406652817
4.9,43.0,60.3,28.9,7.5,15.6,15.9,0.0,13.4,22.2,12.3061224489796,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,0.0521545340327875,0.297781273224346,-0.0473863144204981,0.451887434043778,10.7989644103584,14.878143417194
4.2,40.2,29.9,28.4,5.7,14.8,15.9,0.0,13.6,21.6,7.11904761904762,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,-0.0368374616219459,0.307156548217941,0.0244444260447035,0.434740364575173,11.4573897436959,17.9669451641778
3.1,37.8,58.2,25.1,7.1,11.6,13.5,0.2,13.5,18.3,18.7741935483871,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,-0.0625130499914451,0.321398126278115,-0.0446514249405339,0.415527488679496,10.7684179429089,12.8079003210988
2.4,28.2,14.2,22.2,3.3,7.3,10.2,3.2,14.9,14.7,5.91666666666667,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,-0.01992385765042805,0.3155084515928016,0.13271407582246594,0.4228204638506709,24.353372828992498,13.995154726594295
2.0,25.6,22.8,19.4,4.0,4.6,8.7,7.6,14.8,12.0,11.4,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.89717689408,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,0.04355203422275394,0.29991021505001997,0.10138781031483289,0.43597063130016395,29.222935588304317,13.117675291546092
2.2,22.6,16.5,19.6,3.5,3.9,8.1,9.2,15.6,11.7,7.5,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.897622721677,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,0.0545888847341523,0.309762726352819,0.0471474698474033,0.432582296023647,43.9015782704237,19.0497484665187
2.9,26.0,13.4,20.4,2.9,4.8,8.0,7.4,15.6,12.6,4.62068965517241,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.898823370455,2.2402,4099.049243239384,0.29189998204264617,854.2954432239652,0.060799996558204845,45971.025812201784,3.2731000392374625,123631.5395375494,8.802500108731302,0.118516382491849,0.33703809344151,0.154192171359543,0.445003700444743,56.5324996651548,32.1612467420568
3.9,33.2,20.3,23.4,3.7,8.0,9.5,2.1,15.4,15.7,5.2051282051282,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,0.241943454972789,0.356262562519102,0.21285081844134,0.37087479474193,87.2459958335775,42.5566696061514
4.7,40.9,51.8,25.8,7.4,11.3,11.6,0.3,14.6,18.5,11.0212765957447,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,0.363654896930828,0.346701990611173,0.21881687861109,0.398889192196932,79.923779050766,34.3702174198373
5.2,43.5,47.0,26.6,7.4,12.6,12.6,0.1,14.0,19.5,9.03846153846154,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,0.441005757064015,0.3282251490053,0.179802598585449,0.390719846559403,71.6485440346507,29.2851649730964
5.7,41.3,84.4,29.0,9.2,14.9,14.5,0.0,14.1,21.9,14.8070175438596,364950.0,25.9843,88290.0,6.2862,97857.0,6.9674,47605.1277,3.3895,10915.5958,0.7772,35802.3312,2.5491,77913.0741,5.5474,326140.8177,23.2211,58655.4467,4.1763,132705.967,9.4486,31463.8953,2.2402,4099.0495,0.2919,854.2955,0.0608,45971.0255,3.2731,123631.5383,8.8025,0.447569301392835,0.282217346926146,0.151455869926226,0.447632582017401,41.1891679989399,18.9190910775172
5.6,41.9,75.7,29.8,8.9,15.8,15.6,0.0,14.0,22.8,13.5178571428571,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4592,2.5827,3556.0634,0.2529,725.186,0.0516,46149.6534,3.2823,124034.4802,8.8218,0.320015104095114,0.268907604282702,0.0948148440081157,0.45766459042367,20.7473263535453,12.9053491520623
4.9,44.0,129.1,28.9,11.4,15.9,16.3,0.0,13.1,22.4,26.3469387755102,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4592,2.5827,3556.0634,0.2529,725.186,0.0516,46149.6534,3.2823,124034.4802,8.8218,0.151729380161654,0.280842108349623,0.0906647642639864,0.470203570441223,14.6757129238503,15.6596413154326
4.0,41.9,55.6,27.2,7.6,14.0,15.0,0.0,13.2,20.5,13.9,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4613663901,2.5827,3556.0634,0.2529,725.186,0.0516,46149.6534,3.2823,124034.4802,8.8218,0.0167571460532614,0.304105785106198,-0.165612554420707,0.465144520362508,16.435371532968,19.4987206056185
3.0,37.8,17.5,24.0,4.1,10.5,12.4,0.5,13.5,17.2,5.83333333333333,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4592,2.5827,3556.0634,0.2529,725.186,0.0516,46149.6534,3.2823,124034.4802,8.8218,-0.0438513456679277,0.31795680927285,0.111893387387202,0.463284163829593,12.3392335276455,12.7292510124943
2.4,28.3,28.6,22.1,4.6,7.2,10.3,3.3,14.9,14.6,11.9166666666667,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4592,2.5827,3556.0634,0.2529,725.186,0.0516,46149.6534,3.2823,124034.4802,8.8218,-0.0309286467215006,0.313686712463821,0.0801472220469982,0.40699756395083,15.9190068642132,12.9019115581989
2.0,24.9,7.9,19.4,2.4,4.4,8.5,8.0,15.0,11.8,3.95,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4592,2.5827,3556.0634,0.2529,725.186,0.0516,46149.6534,3.2823,124034.4802,8.8218,0.0344332823930621,0.294437036762416,0.2229953585918,0.393627732853395,36.714473575948,19.3208298436371
2.2,23.7,31.4,18.8,4.7,3.4,7.8,10.3,15.4,11.1,14.2727272727273,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4592,2.5827,3556.063571756956,0.25290000498236204,725.1860168246001,0.05160000104530695,46149.653470602265,3.2823000015876014,124034.48051228384,8.821800018237855,0.212579564419668,0.311891720552649,0.111036417593683,0.426887313678344,83.9155848037561,44.8166935574109
2.9,25.4,38.6,20.5,5.4,4.7,8.0,7.4,15.8,12.6,13.3103448275862,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4592,2.5827,3556.0634,0.2529,725.186,0.0516,46149.6534,3.2823,124034.4802,8.8218,0.361311316924138,0.327942689976687,0.0986150160069582,0.402945120422107,104.365370471914,53.3254499710245
3.8,33.3,31.4,22.8,4.4,7.4,9.1,2.6,15.4,15.1,8.26315789473684,369450.0,26.2767,85543.2,6.0842,118623.6,8.437,48048.2672,3.4174,11040.44,0.7852,36186.4709,2.5737,76915.1558,5.4705,296928.2621,21.1187,50976.2754,3.6256,126573.7423,9.0024,36312.4592,2.5827,3556.0634,0.2529,725.186,0.0516,46149.6534,3.2823,124034.4802,8.8218,0.502316351125469,0.304905327954168,0.181132528735676,0.461992112355769,134.426251073038,64.3577475393971
